N,P,K,temperature,humidity,ph,label
37,18,39,24.1469628,94.5110662,6.424670614,Moderate
0,27,38,22.44581266,89.90147027,6.738016221,Moderate
31,25,38,24.96273236,92.40501423,6.497366677,Moderate
21,21,38,22.5526059,89.3259486,6.327673765,Moderate
6,30,40,22.77035608,91.45498527,6.36137446,Moderate
25,27,41,19.20090378,94.27659596,6.923509371,Moderate
15,11,38,23.12808226,92.68328358,6.630646083,Moderate
14,5,36,24.92639065,85.19098079,5.832525853,Moderate
16,10,41,24.77464458,85.63608688,6.738993954,Moderate
36,7,37,19.8671184,86.35590206,5.782435567,Moderate
4,20,41,24.26601316,93.7974061,6.537042717,Moderate
29,22,40,23.62600218,89.73266695,6.145104401,Moderate
16,15,42,19.67832052,89.08935702,6.890784045,Moderate
18,27,41,22.36509395,92.30882391,7.175344328,Moderate
11,18,42,21.57936934,94.88267728,5.938528744,Moderate
5,15,38,18.26233221,88.16779129,5.709380472,Moderate
18,23,44,23.71028128,89.61794165,6.184400085,Moderate
9,8,40,22.48720144,89.9224883,6.553509673,Moderate
40,27,45,21.6602498,94.79397419,5.885638185,Moderate
22,23,44,20.13037175,89.31505137,6.143874691,Moderate
9,16,39,18.41164435,91.11927248,6.101198974,Moderate
12,29,40,19.68291173,89.75272999,6.594037135,Moderate
0,17,42,23.20242586,91.19442671,6.859840821,Moderate
2,21,44,18.92157197,87.31290342,6.56893406,Moderate
28,6,40,22.10621387,91.34039616,6.769855664,Moderate
8,23,44,18.47412402,89.68919664,7.130837931,Moderate
29,16,36,19.81069447,88.92944254,5.740338002,Moderate
17,18,43,24.4880844,90.83687246,5.843005428,Moderate
34,21,42,18.75927679,89.93457597,6.648687274,Moderate
21,23,42,19.54128063,90.29751796,6.902751061,Moderate
25,17,40,18.91251245,87.74938524,6.608023872,Moderate
8,25,36,19.91330523,94.95031368,6.828522375,Moderate
26,18,42,19.72620525,89.64934166,6.910374919,Moderate
4,19,42,23.83185873,87.84034604,6.306605528,Moderate
36,24,41,24.94467632,94.25702672,7.009180374,Moderate
5,24,40,24.692258,93.87030088,6.297907579,Moderate
19,17,39,24.72485577,85.56083187,6.728599215,Moderate
39,30,38,20.12644921,87.59629625,6.965156738,Moderate
5,29,44,21.02432943,93.0569505,5.578095745,Moderate
4,24,43,22.40423537,88.1508343,7.199504273,Moderate
38,21,35,20.33691147,89.38003827,5.841367187,Moderate
37,11,36,24.24779615,85.56033312,6.710143266,Moderate
9,25,41,24.81530144,91.90842992,5.972714857,Moderate
29,22,43,19.66329768,87.95158129,5.561851831,Moderate
5,21,38,22.43377991,90.3396556,6.107054808,Moderate
22,26,38,22.92052307,85.12912161,6.988035315,Moderate
4,18,37,22.91843172,85.40695044,7.13147457,Moderate
21,6,41,24.88244467,89.39686219,7.086947687,Moderate
29,21,45,23.40981539,93.13277,6.749260456,Moderate
23,5,44,21.20725375,94.26304717,7.16300467,Moderate
13,7,43,18.20230419,91.12282162,7.013481515,Moderate
5,13,37,22.34375696,89.7870345,5.648243649,Moderate
27,24,41,24.32770134,90.88292835,6.610251186,Moderate
7,23,35,19.75088482,88.71691157,7.054313823,Moderate
12,20,39,19.86173586,86.19740917,6.026999326,Moderate
4,19,43,18.07132963,93.14554876,5.779427402,Moderate
3,9,45,23.89162561,89.61850203,6.535244251,Moderate
1,27,36,23.98598756,93.34236582,5.684995235,Moderate
23,30,44,20.93892916,85.42912869,6.12476108,Moderate
24,21,42,20.82210727,87.22815682,6.999014379,Moderate
13,30,37,20.86474944,91.61793636,6.277148771,Moderate
40,11,44,24.45840036,86.10874614,6.322396027,Moderate
21,9,40,24.51147697,90.64498715,5.956401828,Poor
3,27,44,24.56811204,92.03009222,6.591302797,Moderate
40,29,42,24.63228709,89.01574455,7.104094929,Moderate
14,25,40,20.07386547,90.97819712,6.407872061,Moderate
38,14,37,21.80523051,94.63612858,6.658402594,Moderate
34,9,36,22.8122645,86.34233767,6.276038961,Moderate
32,14,37,22.73031253,88.48567856,6.825256236,Moderate
18,21,35,23.2801227,94.94330457,6.368560522,Moderate
8,23,38,19.30106297,87.1775172,7.005410734,Moderate
15,6,41,19.0087067,88.83768149,6.897368477,Moderate
0,5,36,24.35193812,90.88612388,6.152906502,Moderate
22,9,44,24.72235539,88.87651295,5.744361602,Poor
14,8,43,21.92513945,94.46485312,7.051654924,Moderate
31,11,45,24.83954414,86.88738076,6.034612928,Moderate
39,17,45,18.09691127,90.42177379,6.924490731,Moderate
10,5,42,20.24104904,91.08706822,6.887005997,Moderate
8,28,38,23.22594,94.42971362,6.8444019,Moderate
32,13,42,23.50128217,92.97527546,5.786058032,Moderate
18,9,40,19.44623085,89.02127045,5.627186257,Poor
20,27,41,20.51343484,92.51675903,5.700088663,Moderate
39,25,36,18.90223032,94.99897537,5.567805185,Moderate
20,7,45,18.90592319,89.24126808,6.077886012,Moderate
11,10,45,22.63045168,88.45577158,6.397995609,Moderate
40,18,43,19.38603815,86.79058496,5.767372539,Moderate
3,26,39,24.38318965,91.19431555,7.079973241,Moderate
9,16,36,23.77989026,92.93386903,5.893332378,Moderate
30,20,38,22.59890174,93.16343942,7.058222596,Moderate
40,9,41,24.37766782,85.4017118,5.78270695,Moderate
40,30,35,20.89273273,91.07776977,6.269663963,Good
32,25,35,18.09903225,85.70786282,5.892913826,Moderate
33,23,45,20.00218987,85.83618191,7.116538883,Moderate
4,14,41,19.85139326,89.80732335,6.430163481,Moderate
13,17,45,21.25433607,92.65058936,7.159520979,Moderate
39,24,39,23.65374106,93.32657504,6.431265737,Moderate
8,28,37,23.88404783,86.20613842,6.082571701,Moderate
180,60,90,29.18636364,81.54449837,5.08,Poor
180,60,90,28.64818182,81.62776643,5.1,Poor
180,60,90,28.64818182,80.96173371,4.9,Poor
180,60,90,22.676,84.95616561,4.92,Poor
180,60,90,23.73636364,81.56771321,4.94,Poor
180,60,90,28.03333333,81.54791214,5.12,Poor
180,60,90,28.54545455,80.58103033,4.82,Poor
180,60,90,10.38,67.75806184,5.04,Poor
180,60,90,29.18636364,80.52498548,4.88,Poor
180,60,90,29.03727273,81.56246362,5.06,Poor
180,60,90,23.56,78.81822569,5.16,Poor
180,60,90,29.95636364,82.07017195,5.18,Poor
180,60,90,29.03727273,81.0465715,4.98,Poor
180,60,90,22.38,80.57588659,5.06,Poor
180,60,90,29.95636364,82.06760344,5.08,Poor
180,60,90,28.50727273,81.63626442,5.08,Poor
180,60,90,27.86666667,81.25334621,4.98,Poor
180,60,90,22.676,85.80389125,5.12,Poor
180,60,90,15.5,67.71020478,5.0,Poor
180,60,90,26.43333333,81.43553976,5.1,Poor
180,60,90,28.54545455,81.11287515,4.92,Poor
180,60,90,29.03727273,80.51472668,4.86,Poor
180,60,90,22.676,85.80389125,5.04,Poor
180,60,90,28.64818182,80.58103033,4.82,Poor
180,60,90,26.73636364,82.04509701,5.1,Poor
180,60,90,29.18636364,81.35997284,5.0,Poor
180,60,90,28.54545455,81.11287515,4.94,Poor
180,60,90,29.95636364,82.0601063,5.06,Poor
180,60,90,29.95636364,81.39307274,4.9,Poor
180,60,90,4.9,67.71020478,5.02,Poor
180,60,90,25.81818182,82.56304722,5.04,Poor
180,60,90,25.66666667,81.40476027,4.86,Poor
180,60,90,28.64818182,80.58103033,4.84,Poor
180,60,90,29.18636364,81.02110911,4.94,Poor
180,60,90,28.50727273,80.58103033,4.84,Poor
180,60,90,28.64818182,81.63883292,5.16,Poor
180,60,90,27.65454545,81.63097271,5.1,Poor
180,60,90,22.19090909,82.20750402,5.08,Poor
180,60,90,4.9,67.71020478,4.88,Poor
180,60,90,25.81818182,82.58167094,5.18,Poor
180,60,90,28.64818182,81.62503459,5.12,Poor
180,60,90,22.676,85.80389125,5.16,Poor
180,60,90,27.65454545,81.11608143,4.96,Poor
180,60,90,14.6,66.34040698,5.06,Poor
180,60,90,26.01818182,82.52700411,5.18,Poor
180,60,90,29.95636364,81.54421418,4.98,Poor
180,60,90,14.6,66.28319121,4.98,Poor
180,60,90,27.65454545,81.62824087,5.14,Poor
180,60,90,22.676,85.80389125,5.14,Poor
180,60,90,22.676,85.57760672,5.0,Poor
180,60,90,28.50727273,81.6193609,5.04,Poor
180,60,90,27.65454545,80.6199578,4.88,Poor
180,60,90,29.03727273,81.0465715,4.96,Poor
180,60,90,26.51818182,81.68254844,4.94,Poor
180,60,90,26.73636364,81.53266842,4.92,Poor
180,60,90,4.9,67.71020478,4.98,Poor
180,60,90,28.64818182,81.6193609,5.04,Poor
180,60,90,26.43333333,81.27180771,5.0,Poor
180,60,90,29.03727273,80.51472668,4.82,Poor
180,60,90,23.73636364,82.06465232,5.02,Poor
180,60,90,22.38,79.45683642,4.86,Poor
180,60,90,29.03727273,81.55873095,5.12,Poor
180,60,90,28.64818182,81.45173889,5.0,Poor
180,60,90,22.28,78.16782179,4.84,Poor
180,60,90,29.03727273,81.57252927,5.18,Poor
180,60,90,18.58,66.51320652,4.88,Poor
180,60,90,22.6,81.66080242,4.92,Poor
180,60,90,23.106,84.66915882,5.08,Poor
180,60,90,28.54545455,81.11287515,4.98,Poor
180,60,90,27.65454545,81.45494516,5.0,Poor
180,60,90,25.83333333,78.0940707,4.84,Poor
180,60,90,22.6,82.17680109,5.12,Poor
180,60,90,22.03333333,81.15677134,4.88,Poor
180,60,90,28.50727273,81.62503459,5.12,Poor
180,60,90,22.6,81.12809018,4.86,Poor
180,60,90,22.6,82.17680109,5.14,Poor
180,60,90,29.18636364,81.53326855,5.12,Poor
180,60,90,26.01818182,82.51320579,5.12,Poor
180,60,90,22.676,84.72869784,4.9,Poor
180,60,90,29.18636364,81.52759485,5.02,Poor
180,60,90,29.18636364,81.54706687,5.18,Poor
180,60,90,4.9,67.71020478,4.84,Poor
180,60,90,28.54545455,81.62776643,5.1,Poor
180,60,90,29.95636364,81.88307791,5.0,Poor
180,60,90,29.03727273,81.55305725,5.02,Poor
180,60,90,22.676,84.25160134,4.86,Poor
180,60,90,23.73636364,81.07874076,4.88,Poor
180,60,90,4.9,67.71020478,4.92,Poor
180,60,90,21.3,80.69624764,4.96,Poor
180,60,90,24.59818182,81.79729837,4.9,Poor
180,60,90,23.73636364,81.56771321,4.96,Poor
180,60,90,26.51818182,82.19497703,5.1,Poor
180,60,90,28.54545455,80.96173371,4.9,Poor
180,60,90,28.50727273,81.63883292,5.16,Poor
180,60,90,25.81818182,82.01529161,4.96,Poor
180,60,90,4.9,67.76742056,5.18,Poor
180,60,90,20.70909091,69.04908717,4.92,Poor
180,60,90,23.56,78.24789631,4.98,Poor
180,60,90,28.54545455,81.45173889,5.0,Poor
180,60,90,29.18636364,80.48926428,4.86,Poor
180,60,90,28.54545455,80.58103033,4.86,Poor
180,60,90,29.03727273,81.38543524,5.0,Poor
180,60,90,28.54545455,81.63883292,5.16,Poor
180,60,90,23.73636364,81.41657177,4.9,Poor
180,60,90,18.58,66.51320652,4.98,Poor
180,60,90,22.28,78.16782179,4.86,Poor
180,60,90,22.89090909,82.15956221,5.02,Poor
180,60,90,22.89090909,82.15956221,5.04,Poor
180,60,90,28.54545455,81.62876727,5.06,Poor
180,60,90,26.43333333,81.44403774,5.06,Poor
180,60,90,25.66666667,82.51017961,5.08,Poor
180,60,90,33.58333333,87.07728214,4.92,Poor
180,60,90,14.6,66.34040698,5.1,Poor
180,60,90,4.9,67.76742056,5.12,Poor
180,60,90,28.54545455,81.63883292,5.18,Poor
180,60,90,28.64818182,81.62503459,5.14,Poor
180,60,90,22.89090909,82.1924201,5.18,Poor
180,60,90,15.5,67.71020478,4.98,Poor
180,60,90,28.54545455,81.63626442,5.08,Poor
180,60,90,29.03727273,81.55305725,5.04,Poor
180,60,90,25.81818182,81.86415017,4.9,Poor
180,60,90,22.28,78.64216044,4.94,Poor
180,60,90,26.73636364,82.04236517,5.12,Poor
180,60,90,23.73636364,82.06465232,5.04,Poor
180,60,90,22.676,84.95616561,4.94,Poor
180,60,90,22.03333333,82.17540297,5.06,Poor
180,60,90,23.56,78.81822569,5.1,Poor
180,60,90,23.73636364,81.56771321,4.98,Poor
180,60,90,28.64818182,81.63626442,5.08,Poor
180,60,90,23.73636364,81.8970303,5.0,Poor
180,60,90,23.56,77.84445368,4.88,Poor
180,60,90,22.89090909,81.66262311,4.94,Poor
180,60,90,22.676,85.80389125,5.06,Poor
180,60,90,25.81818182,82.58201249,5.06,Poor
180,60,90,22.28,78.20354298,4.88,Poor
180,60,90,23.56,78.81822569,5.14,Poor
180,60,90,22.28,78.64216044,4.96,Poor
180,60,90,28.50727273,80.58103033,4.86,Poor
180,60,90,18.77818182,67.94959478,4.84,Poor
180,60,90,14.6,66.28319121,4.82,Poor
180,60,90,18.58,66.51320652,5.02,Poor
180,60,90,23.73636364,81.04301957,4.84,Poor
180,60,90,25.81818182,81.50932522,4.88,Poor
180,60,90,25.81818182,82.01529161,4.94,Poor
180,60,90,29.03727273,80.51472668,4.84,Poor
180,60,90,28.50727273,81.62503459,5.14,Poor
180,60,90,28.50727273,81.11287515,4.94,Poor
180,60,90,28.64818182,80.58103033,4.86,Poor
180,60,90,18.58,66.51320652,5.08,Poor
180,60,90,28.64818182,81.11287515,4.98,Poor
180,60,90,28.50727273,81.6193609,5.02,Poor
180,60,90,10.38,67.70084607,4.92,Poor
180,60,90,29.03727273,81.56146279,5.1,Poor
180,60,90,26.73636364,82.0640022,5.08,Poor
180,60,90,29.95636364,82.05910546,5.1,Poor
180,60,90,26.01818182,81.97291595,4.92,Poor
180,60,90,26.51818182,82.02935668,5.0,Poor
180,60,90,23.56,78.81447711,5.04,Poor
180,60,90,29.03727273,81.55873095,5.14,Poor
180,60,90,25.83333333,78.1297919,4.88,Poor
180,60,90,18.92,64.65937117,4.92,Poor
180,60,90,33.58333333,87.91438555,5.06,Poor
180,60,90,10.38,67.70084607,5.0,Poor
180,60,90,25.81818182,82.56304722,5.02,Poor
180,60,90,4.9,67.76742056,5.1,Poor
180,60,90,18.58,66.51320652,5.16,Poor
180,60,90,28.99454545,81.08255076,4.98,Poor
180,60,90,26.73636364,82.04236517,5.14,Poor
180,60,90,22.19090909,81.6783663,4.94,Poor
180,60,90,21.482,85.61204201,5.16,Poor
180,60,90,22.676,85.80389125,5.1,Poor
180,60,90,29.03727273,81.0465715,4.92,Poor
180,60,90,26.73636364,82.05616349,5.16,Poor
180,60,90,23.73636364,82.08702461,5.16,Poor
180,60,90,18.77818182,67.94959478,5.0,Poor
180,60,90,33.58333333,87.91438555,5.04,Poor
180,60,90,26.73636364,81.38152698,4.9,Poor
180,60,90,25.81818182,82.58950964,5.08,Poor
180,60,90,22.89090909,81.12991086,4.82,Poor
180,60,90,25.66666667,81.44048146,4.88,Poor
180,60,90,22.676,85.80389125,5.08,Poor
180,60,90,15.5,67.71020478,4.86,Poor
180,60,90,23.106,84.66915882,5.02,Poor
180,60,90,15.5,67.71020478,4.96,Poor
180,60,90,29.18636364,81.52759485,5.04,Poor
180,60,90,18.77818182,67.94959478,4.94,Poor
180,60,90,26.01818182,81.82177451,4.9,Poor
180,60,90,29.18636364,81.53600039,5.1,Poor
180,60,90,26.51818182,81.68254844,4.92,Poor
180,60,90,29.03727273,81.0465715,4.94,Poor
180,60,90,18.58,66.51320652,4.86,Poor
180,60,90,29.03727273,81.56996077,5.08,Poor
180,60,90,26.73636364,81.00595991,4.86,Poor
180,60,90,26.64666667,80.87567564,4.88,Poor
180,60,90,15.5,67.71020478,4.84,Poor
180,60,90,19.94545455,67.46662165,5.16,Poor
180,60,90,22.03333333,81.12105015,4.86,Poor
180,60,90,25.83333333,79.13083359,5.16,Poor
180,60,90,26.73636364,82.05616349,5.18,Poor
180,60,90,26.43333333,80.40211182,4.82,Poor
180,60,90,22.676,84.25160134,4.84,Poor
180,60,90,26.73636364,81.53266842,4.98,Poor
180,60,90,14.7,67.71020478,4.92,Poor
180,60,90,18.92,64.65937117,4.88,Poor
180,60,90,29.95636364,81.04809055,4.88,Poor
180,60,90,22.6,81.99011952,5.0,Poor
180,60,90,28.64818182,81.11287515,4.94,Poor
180,60,90,18.77818182,68.00681055,5.04,Poor
180,60,90,14.7,67.76742056,5.04,Poor
180,60,90,29.95636364,81.54421418,4.96,Poor
180,60,90,25.66666667,81.40476027,4.84,Poor
180,60,90,28.64818182,80.61675152,4.88,Poor
180,60,90,4.9,67.76742056,5.16,Poor
180,60,90,18.58,66.51320652,4.92,Poor
180,60,90,23.73636364,82.07595812,5.1,Poor
180,60,90,14.6,66.34040698,5.16,Poor
180,60,90,26.64666667,81.87253884,5.14,Poor
180,60,90,18.58,66.51320652,4.84,Poor
180,60,90,10.38,67.75806184,5.06,Poor
180,60,90,23.73636364,81.56771321,4.92,Poor
180,60,90,27.65454545,81.62256717,5.04,Poor
180,60,90,21.3,81.19906427,5.02,Poor
180,60,90,25.81818182,82.56787261,5.12,Poor
180,60,90,28.64818182,81.63883292,5.18,Poor
180,60,90,22.676,84.28732254,4.88,Poor
180,60,90,28.54545455,81.62503459,5.12,Poor
180,60,90,14.6,66.34040698,5.04,Poor
180,60,90,22.676,84.95616561,4.96,Poor
180,60,90,22.28,79.04216901,5.0,Poor
180,60,90,25.83333333,79.13083359,5.14,Poor
180,60,90,18.58,66.51320652,4.96,Poor
180,60,90,27.86666667,81.25334621,4.92,Poor
180,60,90,22.676,84.25160134,4.82,Poor
180,60,90,28.50727273,81.11287515,4.92,Poor
180,60,90,28.50727273,81.62776643,5.1,Poor
180,60,90,10.38,67.70084607,4.88,Poor
180,60,90,22.6,81.12809018,4.84,Poor
180,60,90,25.66666667,82.49127442,5.1,Poor
180,60,90,24.59818182,82.50770136,5.1,Poor
180,60,90,28.08181818,81.0357527,4.92,Poor
180,60,90,23.56,78.24789631,4.94,Poor
180,60,90,22.6,81.66080242,4.94,Poor
180,60,90,29.18636364,81.02110911,4.98,Poor
180,60,90,25.81818182,82.58167094,5.16,Poor
180,60,90,22.38,80.57588659,5.14,Poor
180,60,90,29.18636364,81.02110911,4.92,Poor
180,60,90,15.5,67.76742056,5.14,Poor
180,60,90,26.01818182,81.43146039,4.84,Poor
180,60,90,28.64818182,81.11287515,4.96,Poor
180,60,90,26.73636364,81.87947667,5.0,Poor
180,60,90,19.94545455,67.39695527,4.96,Poor
180,60,90,26.73636364,81.04168111,4.88,Poor
180,60,90,29.18636364,81.02110911,4.96,Poor
180,60,90,4.9,67.76742056,5.08,Poor
180,60,90,22.03333333,81.65376239,4.96,Poor
180,60,90,24.59818182,81.42098707,4.82,Poor
180,60,90,24.59818182,82.5191094,5.06,Poor
180,60,90,23.73636364,81.04301957,4.86,Poor
180,60,90,4.9,67.71020478,5.0,Poor
180,60,90,29.95636364,82.05069993,5.02,Poor
180,60,90,23.73636364,82.07322628,5.12,Poor
180,60,90,23.56,78.81822569,5.18,Poor
180,60,90,23.73636364,82.07322628,5.14,Poor
180,60,90,18.58,66.51320652,5.18,Poor
180,60,90,22.70909091,86.05817428,5.1,Poor
180,60,90,28.54545455,81.11287515,4.96,Poor
180,60,90,28.64818182,81.11287515,4.92,Poor
180,60,90,22.89090909,81.66262311,4.92,Poor
180,60,90,22.70909091,84.7147014,4.82,Poor
180,60,90,22.38,79.99134233,4.94,Poor
180,60,90,10.38,67.70084607,4.94,Poor
180,60,90,28.08181818,81.54223845,5.04,Poor
180,60,90,22.19090909,81.6783663,4.92,Poor
180,60,90,27.65454545,81.63947069,5.08,Poor
180,60,90,10.38,67.70084607,5.02,Poor
180,60,90,29.18636364,80.48926428,4.82,Poor
180,60,90,26.51818182,81.68254844,4.98,Poor
180,60,90,27.65454545,81.11608143,4.98,Poor
180,60,90,26.51818182,81.531407,4.9,Poor
180,60,90,33.58333333,86.38257723,4.82,Poor
180,60,90,14.6,66.28319121,5.0,Poor
180,60,90,4.9,67.76742056,5.14,Poor
180,60,90,19.94545455,67.46662165,5.18,Poor
180,60,90,29.18636364,80.48926428,4.84,Poor
180,60,90,28.54545455,81.6193609,5.04,Poor
180,60,90,28.03333333,80.88461126,4.9,Poor
180,60,90,26.51818182,82.1969787,5.02,Poor
180,60,90,18.77818182,68.00681055,5.16,Poor
180,60,90,27.86666667,80.72150138,4.86,Poor
180,60,90,27.65454545,80.5842366,4.82,Poor
180,60,90,18.92,64.65937117,4.82,Poor
180,60,90,23.106,84.66915882,5.12,Poor
180,60,90,22.89090909,81.16563206,4.88,Poor
180,60,90,23.106,84.44287428,5.0,Poor
180,60,90,23.14,85.98849907,5.08,Poor
180,60,90,28.54545455,80.58103033,4.84,Poor
180,60,90,28.08181818,81.56171047,5.18,Poor
180,60,90,14.6,66.28319121,4.94,Poor
180,60,90,20.70909091,69.04908717,4.88,Poor
180,60,90,22.38,80.57588659,5.12,Poor
180,60,90,22.03333333,82.17249291,5.1,Poor
180,60,90,14.6,66.28319121,4.96,Poor
180,60,90,23.106,84.66915882,5.06,Poor
180,60,90,28.99454545,81.08255076,4.94,Poor
180,60,90,15.5,67.76742056,5.12,Poor
180,60,90,22.676,84.95616561,4.98,Poor
180,60,90,23.73636364,82.08702461,5.18,Poor
180,60,90,22.676,85.80389125,5.18,Poor
180,60,90,26.51818182,81.15583993,4.82,Poor
180,60,90,29.95636364,82.05637362,5.14,Poor
180,60,90,28.64818182,81.62876727,5.06,Poor
180,60,90,22.03333333,82.16976106,5.12,Poor
180,60,90,26.51818182,81.19156112,4.88,Poor
180,60,90,21.3,81.20480046,5.12,Poor
180,60,90,25.66666667,81.932213,4.96,Poor
180,60,90,26.73636364,81.00595991,4.84,Poor
180,60,90,26.01818182,81.43146039,4.86,Poor
180,60,90,29.95636364,81.54421418,4.92,Poor
180,60,90,21.3,80.5451062,4.9,Poor
180,60,90,22.03333333,82.18355939,5.18,Poor
180,60,90,29.18636364,81.53326855,5.14,Poor
180,60,90,28.50727273,81.11287515,4.96,Poor
180,60,90,18.58,66.51320652,5.1,Poor
180,60,90,25.81818182,81.47360403,4.84,Poor
180,60,90,22.70909091,86.05817428,5.12,Poor
180,60,90,28.54545455,81.6193609,5.02,Poor
180,60,90,10.38,67.70084607,4.84,Poor
180,60,90,20.70909091,69.04908717,4.9,Poor
180,60,90,22.28,78.64216044,4.92,Poor
180,60,90,20.70909091,69.04908717,4.94,Poor
180,60,90,23.73636364,82.09486331,5.08,Poor
180,60,90,26.43333333,81.44403774,5.08,Poor
180,60,90,22.19090909,81.6783663,4.96,Poor
180,60,90,25.81818182,82.56787261,5.14,Poor
180,60,90,4.9,67.76742056,5.06,Poor
180,60,90,23.56,77.80873248,4.82,Poor
180,60,90,22.6,82.19059941,5.18,Poor
180,60,90,22.19090909,82.19709681,5.1,Poor
180,60,90,25.81818182,82.39542521,5.0,Poor
180,60,90,20.70909091,69.04908717,4.98,Poor
180,60,90,22.89090909,82.18135362,5.1,Poor
180,60,90,28.03333333,81.0357527,4.98,Poor
180,60,90,19.94545455,67.39695527,4.92,Poor
180,60,90,29.95636364,81.54421418,4.94,Poor
180,60,90,4.9,67.71020478,4.96,Poor
180,60,90,21.3,80.2107973,4.88,Poor
180,60,90,22.38,80.57588659,5.18,Poor
180,60,90,18.77818182,67.94959478,4.9,Poor
180,60,90,29.03727273,80.89543006,4.9,Poor
180,60,90,26.51818182,82.20638507,5.06,Poor
180,60,90,26.43333333,80.92499947,4.96,Poor
180,60,90,25.66666667,82.48854258,5.12,Poor
180,60,90,29.03727273,80.55044787,4.88,Poor
180,60,90,18.92,64.65937117,5.1,Poor
180,60,90,27.65454545,81.62824087,5.12,Poor
180,60,90,26.64666667,81.36284209,4.94,Poor
180,60,90,33.58333333,87.90966609,5.18,Poor
180,60,90,4.9,67.71020478,4.86,Poor
180,60,90,23.56,78.24789631,4.92,Poor
180,60,90,26.51818182,82.21388221,5.08,Poor
180,60,90,23.56,78.81822569,5.06,Poor
180,60,90,22.676,85.80389125,5.02,Poor
180,60,90,29.18636364,80.86996767,4.9,Poor
180,60,90,28.08181818,81.0357527,4.98,Poor
180,60,90,27.86666667,81.77930397,5.16,Poor
180,60,90,23.56,78.81822569,5.12,Poor
180,60,90,19.94545455,67.46662165,5.06,Poor
180,60,90,22.6,82.18994014,5.08,Poor
180,60,90,15.61818182,67.76742056,5.12,Poor
180,60,90,28.03333333,80.53962907,4.88,Poor
180,60,90,28.50727273,80.96173371,4.9,Poor
180,60,90,21.3,81.22276439,5.16,Poor
180,60,90,29.18636364,81.54706687,5.16,Poor
180,60,90,22.19090909,82.20816329,5.18,Poor
180,60,90,26.51818182,81.15583993,4.86,Poor
180,60,90,28.03333333,81.55164482,5.06,Poor
180,60,90,33.58333333,86.85683208,4.9,Poor
180,60,90,18.77818182,67.94959478,5.02,Poor
180,60,90,24.60909091,82.49639556,5.04,Poor
180,60,90,4.9,67.71020478,4.9,Poor
180,60,90,18.58,66.51320652,5.06,Poor
180,60,90,18.92,64.65937117,4.9,Poor
180,60,90,28.03333333,81.0357527,4.94,Poor
180,60,90,28.03333333,80.50390788,4.84,Poor
180,60,90,28.54545455,81.62503459,5.14,Poor
180,60,90,22.38,80.5701504,5.02,Poor
180,60,90,28.50727273,81.63883292,5.18,Poor
180,60,90,26.64666667,80.83995445,4.86,Poor
180,60,90,22.19090909,81.14565405,4.82,Poor
180,60,90,25.81818182,82.01529161,4.92,Poor
180,60,90,25.66666667,81.40476027,4.82,Poor
180,60,90,26.73636364,82.04709868,5.02,Poor
180,60,90,26.01818182,81.97291595,4.98,Poor
180,60,90,22.89090909,82.19176083,5.08,Poor
180,60,90,22.89090909,82.17862178,5.14,Poor
180,60,90,24.60909091,81.42098707,4.82,Poor
180,60,90,25.81818182,82.01529161,4.98,Poor
180,60,90,28.50727273,80.61675152,4.88,Poor
180,60,90,23.73636364,82.08736616,5.06,Poor
180,60,90,24.59818182,82.50496952,5.14,Poor
180,60,90,29.95636364,82.05069993,5.04,Poor
180,60,90,28.50727273,81.11287515,4.98,Poor
180,60,90,22.6,82.18244299,5.06,Poor
180,60,90,28.99454545,81.60850853,5.16,Poor
180,60,90,14.7,67.76742056,5.12,Poor
180,60,90,28.54545455,80.61675152,4.88,Poor
180,60,90,22.38,79.45683642,4.84,Poor
180,60,90,22.19090909,82.0076834,5.0,Poor
180,60,90,18.58,66.51320652,5.0,Poor
180,60,90,25.83333333,79.13083359,5.06,Poor
180,60,90,27.86666667,80.72150138,4.84,Poor
180,60,90,29.95636364,81.01236935,4.86,Poor
180,60,90,21.3,81.20480046,5.14,Poor
180,60,90,22.03333333,82.1507015,5.04,Poor
180,60,90,22.89090909,81.9919402,5.0,Poor
180,60,90,28.99454545,81.4214145,5.0,Poor
180,60,90,29.95636364,81.01236935,4.82,Poor
180,60,90,29.03727273,81.57252927,5.16,Poor
180,60,90,28.08181818,81.0357527,4.96,Poor
180,60,90,18.58,66.51320652,4.94,Poor
180,60,90,22.19090909,81.18137525,4.88,Poor
180,60,90,26.43333333,80.92499947,4.98,Poor
180,60,90,27.86666667,81.75983195,5.04,Poor
180,60,90,22.6,82.15774153,5.04,Poor
180,60,90,22.28,79.19617649,5.16,Poor
180,60,90,4.9,67.71020478,4.82,Poor
180,60,90,28.08181818,80.53962907,4.88,Poor
180,60,90,23.14,84.68074739,4.88,Poor
180,60,90,22.19090909,82.19436497,5.12,Poor
180,60,90,23.56,77.80873248,4.86,Poor
180,60,90,28.08181818,81.0357527,4.94,Poor
180,60,90,22.38,79.80852761,4.9,Poor
180,60,90,14.7,67.71020478,4.82,Poor
180,60,90,18.77818182,68.00681055,5.14,Poor
180,60,90,23.56,78.64790488,5.0,Poor
180,60,90,18.58,66.51320652,4.9,Poor
180,60,90,26.73636364,81.53266842,4.96,Poor
180,60,90,21.3,80.69624764,4.92,Poor
180,60,90,28.08181818,81.54791214,5.14,Poor
180,60,90,19.94545455,67.46662165,5.14,Poor
